entity	type	rank_sampling	rank_passive	rank_diff
Richard_Hofstadter	wikicat_Jewish_American_historians	287	1088	-801
Ashgabat	wikicat_Provinces_of_Turkmenistan	15347	16153	-806
Kamel_Larbi	wikicat_US_Sénart-Moissy_players	16041	16848	-807
Werner_Heisenberg	wikicat_People_from_Bavaria	408	1221	-813
Chevy_Chase,_Maryland	wordnet_administrative_district_108491826	282	1096	-814
Duchy_of_Styria	wikicat_Divided_regions	74	896	-822
Beirut	wikicat_Amarna_letters_locations	211	1058	-847
Arthur_Moses	wikicat_Ghanaian_expatriates_in_Nigeria	12273	13123	-850
Ricardo_Montalbán	wikicat_Dames_of_St._Gregory_the_Great	3392	4243	-851
Martin_Rees,_Baron_Rees_of_Ludlow	wikicat_People_from_York	15533	16387	-854
Stan_Laurel	wikicat_Hal_Roach_Studios_actors	14342	15199	-857
John_F._Kennedy	wikicat_Roman_Catholic_heads_of_government	15792	16651	-859
Larne	wikicat_Port_cities	27	891	-864
Carl_Dickinson	wikicat_English_expatriates_in_Iceland	119	987	-868
Íþróttabandalag_Vestmannaeyja	wikicat_Association_football_clubs_established_in_1903	9	882	-873
Beitar_Jerusalem_F.C.	wikicat_Association_football_clubs_established_in_1939	361	1235	-874
Hussein_of_Jordan	wikicat_People_from_Amman	15369	16258	-889
Keanu_Reeves	wikicat_Canadian_people_of_Chinese_descent	16668	17561	-893
John_W._Campbell_Memorial_Award_for_Best_Science_Fiction_Novel	wikicat_Awards_established_in_1973	14104	15000	-896
Nacer_Abdellah	wikicat_FC_Den_Bosch_players	151	1053	-902
Gheorghe_Hagi	wikicat_Süper_Lig_managers	424	1344	-920
S.V._Zulte_Waregem	wikicat_Football_clubs_in_Belgium	2	923	-921
Syarhey_Kuznyatsow	wikicat_FC_Dinamo_Brest_players	13713	14637	-924
Roald_Dahl	wikicat_British_people_of_World_War_II	580	1505	-925
Lionel_Messi	wikicat_FIFA_World_Cup_players	15420	16348	-928
Nokia	wikicat_Electronics_companies	12551	13480	-929
Ruth_Rendell	wikicat_Women_mystery_writers	719	1655	-936
Luís_Eduardo_Schmidt	wikicat_Brazilian_people_of_German_descent	13130	14068	-938
Shpëtim_Babaj	wikicat_People_from_Pristina	15250	16189	-939
Eduardo_Gonçalves_de_Oliveira	wikicat_Brazilian_expatriates_in_Germany	286	1226	-940
Netanya	wikicat_Populated_places_established_in_1928	10937	11901	-964
US_Boulogne	wikicat_Association_football_clubs_established_in_1898	245	1221	-976
King_Khalid_International_Airport	wikicat_Airports_in_Saudi_Arabia	14930	15912	-982
Belo_Horizonte	wikicat_Populated_places_established_in_1701	3429	4412	-983
Luigi_De_Canio	wikicat_Expatriate_football_managers_in_England	1515	2515	-1000
Erwin_Schrödinger	wikicat_Alumni_of_Magdalen_College,_Oxford	451	1455	-1004
Stephen_Fry	wikicat_LGBT_directors	3600	4608	-1008
Minnesota	wikicat_States_and_territories_established_in_1858	12217	13227	-1010
Matthew_Bellamy	wikicat_British_libertarians	2264	3278	-1014
Bill_Evans	wikicat_Riverside_Records_artists	14680	15709	-1029
Umeå	wordnet_administrative_district_108491826	1	1032	-1031
Amartya_Sen	wikicat_Feminist_economists	14126	15159	-1033
Vladimir_Chelomey	wikicat_Early_spaceflight_scientists	14258	15294	-1036
Rhenen	wikicat_Subdivisions_of_the_Netherlands	13506	14544	-1038
Concord_Rangers_F.C.	wikicat_Association_football_clubs_established_in_1967	802	1844	-1042
Allen_Ginsberg	wikicat_Golden_Wreath_laureates	3480	4523	-1043
Robert_I,_Duke_of_Parma	wordnet_officeholder_110371450	18	1064	-1046
Bret_McKenzie	wikicat_New_Zealand_male_comedians	12068	13116	-1048
Richard_Garcia	wikicat_North_American_Soccer_League_players	1081	2159	-1078
Canonsburg,_Pennsylvania	wikicat_Boroughs_in_Pennsylvania	7	1096	-1089
Alan_Ladd	wikicat_People_from_Hot_Springs,_Arkansas	12555	13661	-1106
Guy_Feutchine	wikicat_Cameroonian_expatriates_in_Poland	11299	12412	-1113
Rachel_Weisz	wikicat_English_female_models	12551	13669	-1118
Jim_Adams_(soccer)	wikicat_Cincinnati_Excite_players	14841	15965	-1124
Palm_Springs,_California	wikicat_Populated_places_established_in_1896	186	1313	-1127
Collins_John	wikicat_Piast_Gliwice_players	869	1996	-1127
C.F._Os_Belenenses	wikicat_Association_football_clubs_established_in_1919	18	1166	-1148
John_Maynard_Keynes	wikicat_Liberal_Party_(UK)_politicians	477	1646	-1169
Grand_Rapids,_Michigan	wikicat_University_towns_in_the_United_States	35	1212	-1177
Prince_Philip,_Duke_of_Edinburgh	wikicat_British_royal_consorts	16241	17430	-1189
B._W._Powe	wikicat_Writers_from_Toronto	781	1988	-1207
Alan_McLoughlin	wikicat_Forest_Green_Rovers_F.C._players	603	1810	-1207
Fredericton	wordnet_administrative_district_108491826	27	1237	-1210
Perth,_Scotland	wikicat_Port_cities_and_towns_of_the_North_Sea	15	1227	-1212
Central_Texas	wikicat_Great_Plains	10350	11567	-1217
Missoula,_Montana	wikicat_University_towns_in_the_United_States	2011	3239	-1228
Joe_Addo	wikicat_FSV_Frankfurt_players	1307	2544	-1237
Louisiana	wikicat_States_and_territories_established_in_1812	13888	15125	-1237
Kunming_Changshui_International_Airport	wikicat_Airports_established_in_2012	8705	9951	-1246
Gary_Cole	wikicat_People_from_Park_Ridge,_Illinois	15120	16366	-1246
Athens	wikicat_Ancient_Greek_sites_in_Greece	14912	16164	-1252
Uche_Akubuike	wikicat_Sharks_F.C._players	14036	15308	-1272
Ely_Thadeu	wikicat_Esporte_Clube_Democrata_players	13608	14886	-1278
Leah_Laiman	wikicat_American_soap_opera_writers	2394	3673	-1279
Anthony_Eden	wikicat_Younger_sons_of_baronets	15126	16416	-1290
Bill_Evans	wikicat_Bebop_musicians	13468	14762	-1294
John_McCain	wikicat_Military_brats	1411	2711	-1300
FK_Hajduk_Kula	wikicat_Association_football_clubs_disestablished_in_2013	84	1385	-1301
Zacatepec	wikicat_Association_football_clubs_established_in_1948	20	1327	-1307
Eddie_Basden	wikicat_Charlotte_49ers_men's_basketball_players	13803	15130	-1327
Montevideo	wikicat_Populated_places_in_Uruguay	13409	14745	-1336
Jeremy_Bentham	wikicat_LGBT_rights_activists_from_England	11723	13061	-1338
Roman_Eremenko	wikicat_Finnish_people_of_Ukrainian_descent	14383	15721	-1338
Buenos_Aires	wikicat_Populated_coastal_places_in_Argentina	13308	14647	-1339
Shqipran_Skeraj	wikicat_Djurgårdens_IF_Fotboll_players	148	1496	-1348
Kilmarnock_F.C.	wikicat_Association_football_clubs_established_in_1869	9598	10946	-1348
Nouméa	wordnet_commune_108541609	45	1404	-1359
Australian_Capital_Territory	wikicat_Enclaves	54	1417	-1363
Nobel_Prize_in_Chemistry	wikicat_Swedish_awards	3	1367	-1364
George_R._R._Martin	wikicat_American_conscientious_objectors	15440	16807	-1367
Marcin_Folc	wikicat_Widzew_Łódź_players	1156	2531	-1375
Fausto_Lourenço	wikicat_Expatriate_footballers_in_Kazakhstan	1489	2876	-1387
Richard_O'Donnell	wikicat_Buxton_F.C._players	489	1881	-1392
Mohd_Nazrulerwan_Makmor	wikicat_Malaysian_footballers	14928	16342	-1414
L'Entente_SSG	wikicat_Association_football_clubs_established_in_1989	3297	4712	-1415
Samir_Boughanem	wikicat_Shamrock_Rovers_F.C._players	606	2026	-1420
Miklós_Horthy	wikicat_Austro-Hungarian_people_of_World_War_I	15402	16823	-1421
Samuel_R._Delany	wikicat_Writers_from_Philadelphia,_Pennsylvania	13710	15140	-1430
Central_Federal_District	wikicat_Federal_districts_of_Russia	10433	11875	-1442
Flevoland	wikicat_Polders	2401	3843	-1442
Alice_Munro	wikicat_Canadian_novelists	15001	16479	-1478
Bret_McKenzie	wikicat_New_Zealand_actors	14463	15949	-1486
Augsburg	wikicat_Archaeological_sites_in_Germany	14594	16083	-1489
Zakari_Lambo	wikicat_VfR_Mannheim_players	434	1925	-1491
Thom_Yorke	wikicat_English_activists	978	2475	-1497
Ryan_Mack	wikicat_Xtreme_Soccer_League_players	14762	16260	-1498
New_York_Cosmos	wikicat_Association_football_clubs_established_in_1971	2548	4053	-1505
Thomas_Jefferson	wikicat_Democratic-Republican_Party_politicians	13350	14863	-1513
Craig_Nelson_(footballer)	wikicat_People_from_Coatbridge	14933	16447	-1514
Peter_Kropotkin	wikicat_Russian_anarchists	14075	15591	-1516
Rabat	wikicat_World_Heritage_Sites_in_Morocco	13365	14881	-1516
Molot-Prikamye_Perm	wikicat_Sports_clubs_established_in_1948	12440	13959	-1519
Mike_Myers	wordnet_actor_109765278	15885	17408	-1523
Jagiellonia_Białystok	wikicat_Football_clubs_in_Poland	167	1715	-1548
50_Cent	wikicat_People_from_Jamaica,_Queens	11286	12837	-1551
Michael_Nyman	wikicat_Postmodern_composers	14888	16443	-1555
Felix_Ogbuke	wikicat_Enugu_Rangers_players	13260	14819	-1559
Neil_Jordan	wikicat_People_of_the_Year_Awards_winners	15724	17287	-1563
Jaipur	wikicat_Planned_cities	27	1591	-1564
FC_Dynamo_Stavropol	wikicat_Football_clubs_in_Russia	374	1941	-1567
Sigfried_Held	wikicat_1970_FIFA_World_Cup_players	654	2249	-1595
San_Martín_de_San_Juan	wikicat_Football_clubs_in_Argentina	179	1797	-1618
FC_Baník_Horná_Nitra	wikicat_Defunct_association_football_clubs	37	1667	-1630
Jeremy_Bentham	wikicat_British_lawyers	5518	7152	-1634
Matteo_Momentè	wikicat_Teramo_Calcio_players	14312	15960	-1648
Doris_Lessing	wikicat_21st-century_dramatists_and_playwrights	14311	15961	-1650
Austin,_Texas	wikicat_Cities_in_Travis_County,_Texas	12441	14092	-1651
Kitchee_SC	wikicat_Association_football_clubs_established_in_1931	5189	6845	-1656
Terrel_Castle	wikicat_Makedonikos_B.C._players	14796	16480	-1684
Sunil_Dutt	wikicat_Indian_National_Congress_politicians	13605	15315	-1710
Enschede	wordnet_administrative_district_108491826	590	2322	-1732
Galatasaray_S.K.	wikicat_Association_football_clubs_established_in_1905	192	1958	-1766
Hugh_Grant	wikicat_People_from_Hammersmith_and_Fulham_(London_borough)	13761	15537	-1776
Daniel_McBreen	wikicat_FC_Universitatea_Craiova_players	779	2571	-1792
Aaran_Lines	wikicat_2003_FIFA_Confederations_Cup_players	472	2268	-1796
Joventut_Badalona	wikicat_Sports_clubs_established_in_1930	10711	12508	-1797
Ernest_Rutherford	wikicat_People_educated_at_Nelson_College	14113	15922	-1809
University_of_Bristol	wikicat_Organizations_established_in_1909	11098	12912	-1814
Manzhouli_Xijiao_Airport	wordnet_airport_102692232	302	2119	-1817
Tórshavn	wikicat_Municipalities_of_the_Faroe_Islands	14801	16625	-1824
Anthony_Eden	wikicat_British_diplomats	14136	15967	-1831
Dino_Fava	wikicat_S.S._Formia_Calcio_players	12581	14431	-1850
Eau_Claire,_Wisconsin	wikicat_Cities_in_Chippewa_County,_Wisconsin	12895	14746	-1851
University_of_São_Paulo	wikicat_Universities_and_colleges	227	2080	-1853
Estonia_national_football_team	wikicat_National_sports_teams_of_Estonia	14426	16286	-1860
Daniel_McBreen	wikicat_Shanghai_East_Asia_players	946	2827	-1881
Melissa_Tancredi	wikicat_Saint_Louis_Athletica_players	12851	14735	-1884
Özden_Öngün	wikicat_Sakaryaspor_footballers	115	2004	-1889
Tom_Brighton	wikicat_Association_football_strikers	168	2069	-1901
Agustín_Castillo	wikicat_Deportivo_Cuenca_footballers	1329	3234	-1905
Pierce_Brosnan	wikicat_Honorary_Officers_of_the_Order_of_the_British_Empire	13645	15557	-1912
Ludwig_Wittgenstein	wikicat_Prisoners_of_war	2458	4371	-1913
Walt_Disney	wikicat_American_cartoonists	327	2240	-1913
Tashkent	wikicat_Populated_places_in_Uzbekistan	11349	13270	-1921
Paul_Simpson_(footballer)	wikicat_Stockport_County_F.C._managers	230	2152	-1922
San_Francisco_Seals_(soccer)	wikicat_Soccer_clubs_in_San_Francisco,_California	11662	13585	-1923
Army_United_F.C.	wikicat_Association_football_clubs_established_in_1964	263	2206	-1943
Spennymoor_United_F.C.	wikicat_Football_clubs_in_County_Durham	1699	3657	-1958
Gilbert_Bodart	wikicat_SC_Eendracht_Aalst_managers	12518	14483	-1965
Nassim_Mendil	wikicat_A.C._Pro_Sesto_players	10901	12882	-1981
Benoit_Mandelbrot	wikicat_American_economists	166	2156	-1990
José_Ferrer	wikicat_Princeton_University_alumni	402	2409	-2007
Amsterdam	wikicat_Port_cities_and_towns_in_the_Netherlands	14743	16762	-2019
Cook_County,_Illinois	wikicat_Populated_places_established_in_1831	14635	16657	-2022
Andy_King_(footballer,_born_1956)	wikicat_Waterford_United_F.C._managers	147	2174	-2027
Richard_Garcia	wikicat_Melbourne_City_FC_players	14595	16627	-2032
Haile_Selassie_I_of_Ethiopia	wikicat_Chief_Commanders_of_the_Legion_of_Merit	15196	17232	-2036
Liverpool_F.C.	wikicat_Association_football_clubs_established_in_1892	128	2168	-2040
Diego_Bustamante	wikicat_FBC_Melgar_footballers	13310	15361	-2051
Cuca_(footballer)	wikicat_Associação_Chapecoense_de_Futebol_players	192	2250	-2058
Vital_Lyadzyanyow	wikicat_FC_Gorodeya_players	9445	11511	-2066
David_Lynch	wikicat_American_cartoonists	516	2583	-2067
Masaru_Sato	wikicat_People_from_Hokkaido	15719	17806	-2087
Tom_Stoppard	wikicat_21st-century_dramatists_and_playwrights	12502	14589	-2087
Friedrich_Hayek	wikicat_Libertarian_historians	13327	15429	-2102
Hong_Kong	wikicat_Islands_of_China	13971	16077	-2106
Ikechi_Anya	wikicat_Sevilla_Atlético_footballers	1701	3811	-2110
Vermont	wikicat_Populated_places_established_in_1791	311	2423	-2112
Aníbal_Cavaco_Silva	wikicat_Alumni_of_the_University_of_York	14951	17067	-2116
Harvard_College	wikicat_Educational_institutions_established_in_the_17th_century	9559	11680	-2121
Mike_Myers	wikicat_Canadian_expatriate_male_actors_in_the_United_States	13687	15811	-2124
FC_Chiasso	wikicat_Italian_football_First_Division_clubs	197	2326	-2129
Castries	wikicat_Populated_places_established_in_1650	15409	17555	-2146
John_Magnier	wikicat_Owners_of_Epsom_Derby_winners	15115	17263	-2148
Buckethead	wikicat_American_people	5624	7780	-2156
Édison_Méndez	wikicat_People_from_Ibarra,_Ecuador	14418	16575	-2157
Nassim_Mendil	wikicat_Algerian_expatriates_in_Belgium	13684	15852	-2168
Pete_Seeger	wikicat_Artists_from_New_York	10786	12968	-2182
Świebodzin_County	wikicat_Counties_of_Poland	166	2354	-2188
Sergey_Kostyuk	wikicat_FC_Tobol_players	1025	3243	-2218
Bury_F.C.	wikicat_Football_clubs_in_Bury	12239	14465	-2226
Marcus_Miller	wikicat_Fiorello_H._LaGuardia_High_School_alumni	7110	9343	-2233
Mircea_Rednic	wikicat_Romanian_expatriates_in_Azerbaijan	13113	15350	-2237
Cristian_González_Aidinovich	wikicat_Liverpool_F.C._(Montevideo)_players	12896	15159	-2263
George_Best	wikicat_Queensland_Lions_players	13898	16181	-2283
Dundee	wikicat_Cities_in_the_United_Kingdom	382	2712	-2330
Saracens_F.C.	wikicat_Sports_clubs_established_in_1876	10890	13224	-2334
Pierre_Trudeau	wikicat_Université_de_Montréal_alumni	12925	15295	-2370
Matt_Taylor_(footballer)	wikicat_Team_Bath_F.C._players	13301	15674	-2373
South_Pyongan_Province	wikicat_Provinces_of_North_Korea	14309	16684	-2375
Gary_Alexander_(basketball)	wikicat_People_from_Jacksonville,_Florida	12923	15315	-2392
Bronisław_Komorowski	wikicat_Presidents_of_Poland	13190	15590	-2400
Ian_McLagan	wikicat_People_from_Hounslow	11515	13935	-2420
Kathy_Bates	wikicat_People_from_Memphis,_Tennessee	14440	16865	-2425
Las_Vegas	wikicat_County_seats_in_Nevada	10969	13399	-2430
Granville,_Manche	wikicat_Spa_towns_in_France	12813	15247	-2434
Saskatoon	wikicat_Populated_places_established_in_1883	222	2668	-2446
Walter_Novellino	wikicat_A.C._Perugia_Calcio_managers	13822	16327	-2505
Steven_Spielberg	wikicat_American_billionaires	15170	17675	-2505
Louis_XV_of_France	wikicat_People_from_Versailles	2140	4684	-2544
Martin_Luther_King,_Jr.	wikicat_Morehouse_College_alumni	13308	15888	-2580
Mos_Def	wikicat_People_from_Bedford–Stuyvesant,_Brooklyn	14595	17179	-2584
Hong_Kong	wikicat_Metropolitan_areas	390	2976	-2586
Gheorghe_Hagi	wikicat_Expatriate_football_managers_in_Turkey	1109	3711	-2602
Locarno	wikicat_Populated_places_on_Lake_Maggiore	12299	14960	-2661
Ilija_Najdoski	wikicat_Eastern_Romance_people	1034	3766	-2732
Zielona_Góra_County	wikicat_Counties_of_Poland	494	3237	-2743
Oleh_Taran	wikicat_Soviet_expatriate_footballers	12278	15028	-2750
North_Carolina	wikicat_States_and_territories_established_in_1789	11894	14653	-2759
Kalusha_Bwalya	wikicat_Zambian_footballers	12871	15633	-2762
Nagasaki	wikicat_World_War_II_sites_in_Japan	14057	16842	-2785
Precious_Emuejeraye	wikicat_Nigerian_emigrants_to_Singapore	12840	15626	-2786
Corey_Feldman	wikicat_People_from_the_San_Fernando_Valley	14362	17157	-2795
Terrance_Roberson	wikicat_BC_Kyiv_players	13167	15975	-2808
University_of_San_Francisco	wikicat_Roman_Catholic_schools_in_the_United_States	11863	14702	-2839
Club_Atlético_Sarmiento	wikicat_Association_football_clubs_established_in_1911	1825	4669	-2844
Karl_Marx	wikicat_Marxist_journalists	12686	15543	-2857
Giulietta_Masina	wikicat_Actresses_from_Rome	12776	15635	-2859
Newark,_New_Jersey	wikicat_Populated_places_established_in_1666	9342	12213	-2871
West_Azerbaijan_Province	wordnet_site_108651247	148	3020	-2872
Walid_Atta	wikicat_Väsby_United_players	14431	17322	-2891
John_Henry_Newman	wikicat_English_sermon_writers	9508	12405	-2897
Bronze_Star_Medal	wikicat_Awards_and_decorations_of_the_United_States_Army	14119	17023	-2904
Bajo_Aragón	wordnet_administrative_district_108491826	52	2976	-2924
New_France	wikicat_Former_regions_and_territories_of_the_United_States	13290	16223	-2933
Mato_Neretljak	wikicat_People_from_Orašje	12457	15400	-2943
Robert_Robinson_(organic_chemist)	wikicat_Organic_chemists	7605	10556	-2951
Kansas	wikicat_States_and_territories_established_in_1861	1691	4656	-2965
Klaus_Toppmöller	wikicat_FC_Erzgebirge_Aue_managers	12300	15272	-2972
Socialist_Federal_Republic_of_Yugoslavia	wikicat_States_and_territories_established_in_1945	9370	12345	-2975
Nozomi_Hiroyama	wikicat_Cerezo_Osaka_players	13678	16743	-3065
Jokerit	wikicat_Kontinental_Hockey_League_expansion_teams	11567	14635	-3068
RWDM_Brussels_FC	wikicat_Football_clubs_in_Belgium	298	3381	-3083
Technion_–_Israel_Institute_of_Technology	wikicat_Research_institutes_in_Israel	11338	14444	-3106
Cuca_(footballer)	wikicat_People_from_Curitiba	13045	16172	-3127
Oleg_Veretennikov	wikicat_FC_SKA_Rostov_players	10213	13349	-3136
Riga_Mustapha	wikicat_Dutch_people_of_Ghanaian_descent	11909	15059	-3150
Lassen_County,_California	wikicat_Populated_places_established_in_1864	11244	14407	-3163
Matteo_Momentè	wikicat_Calcio_Montebelluna_players	13704	16879	-3175
Davos	wikicat_Ski_areas_and_resorts_in_Switzerland	13556	16769	-3213
Cape_Town_City_F.C.	wikicat_Association_football_clubs_established_in_1960	3361	6574	-3213
Jared_Borgetti	wikicat_Mexican_people_of_Italian_descent	12630	15843	-3213
Susan_Sontag	wikicat_Bisexual_women	882	4123	-3241
Anthony_Eden	wikicat_Earls_in_the_Peerage_of_the_United_Kingdom	13636	16879	-3243
Gheorghe_Hagi	wikicat_Bursaspor_managers	3873	7133	-3260
Mateus_Galiano_da_Costa	wikicat_Angolan_expatriates_in_Portugal	11132	14453	-3321
Geno_Carlisle	wikicat_People_from_Grand_Rapids,_Michigan	7220	10557	-3337
Prix_Médicis	wikicat_Non-fiction_literary_awards	11117	14460	-3343
Kosovo_War	wikicat_Wars_involving_Serbia	11831	15198	-3367
Taiyuan	wikicat_Cities_in_Shanxi	10289	13703	-3414
İbrahim_Aydemir	wikicat_Etimesgut_Şekerspor_footballers	11127	14543	-3416
Michel_Aflaq	wikicat_Arab_nationalists	777	4203	-3426
Christian_Callejas	wikicat_Expatriate_footballers_in_Malta	3144	6613	-3469
Gimnàstic_de_Tarragona	wikicat_Football_clubs_in_Catalonia	9179	12655	-3476
Clube_Atlético_Mineiro	wikicat_Football_clubs_in_Belo_Horizonte	11495	14975	-3480
Krunoslav_Lovrek	wikicat_Cerezo_Osaka_players	12583	16065	-3482
Charles_de_Gaulle	wikicat_People_from_Lille	10885	14375	-3490
Aleksandar_Komadina	wikicat_FC_Zimbru_Chișinău_players	11785	15309	-3524
Partizani_Tirana	wikicat_Football_clubs_in_Albania	2719	6337	-3618
Ontario_Liberal_Party	wikicat_Provincial_political_parties_in_Ontario	9757	13396	-3639
Montpellier_HSC_(Ladies)	wikicat_Women's_football_clubs_in_France	10630	14280	-3650
Seymour_Benzer	wikicat_Purdue_University_alumni	3202	6875	-3673
