entity	type	rank_sampling	rank_passive	rank_diff	upgrade_score
Eltinho	wikicat_Campeonato_Brasileiro_Série_A_footballers	7	19	-12	-1.7142857142857142
Henry_Adams	wikicat_People_from_Boston,_Massachusetts	14	38	-24	-1.7142857142857142
Bradley_Thomas_(footballer)	wikicat_Braintree_Town_F.C._players	120	326	-206	-1.7166666666666666
Nana_Falemi	wikicat_FC_Volyn_Lutsk_players	83	226	-143	-1.7228915662650603
Richard_Barthelmess	wikicat_People_from_Long_Island	66	180	-114	-1.7272727272727273
Aldo_Adorno	wikicat_UD_Almería_footballers	136	371	-235	-1.7279411764705883
Peter_Debye	wikicat_Physical_chemists	26	71	-45	-1.7307692307692308
Giovane_Élber	wikicat_Expatriate_footballers_in_Italy	19	52	-33	-1.736842105263158
FC_Barcelona_C	wikicat_Association_football_clubs_disestablished_in_2007	428	1172	-744	-1.7383177570093458
Central_Europe	wikicat_Regions	5620	15419	-9799	-1.743594306049822
Alexandria_(Virginia)	wikicat_Cities_in_the_United_States	8	22	-14	-1.75
Andrew_V._McLaglen	wikicat_Western_(genre)_film_directors	12	33	-21	-1.75
Brendan_Fraser	wikicat_Canadian_voice_actors	8	22	-14	-1.75
Rachel_Weisz	wikicat_Jewish_actors	8	22	-14	-1.75
C.A._River_Plate	wordnet_club_108227214	4	11	-7	-1.75
Daniel_Prodan	wikicat_FC_Steaua_București_players	4	11	-7	-1.75
Emmanuel_Levinas	wikicat_Existentialists	4	11	-7	-1.75
América_Futebol_Clube_(SP)	wikicat_Football_clubs_in_São_Paulo_(state)	4	11	-7	-1.75
José_Carlos_da_Costa_Araújo	wikicat_Americano_Futebol_Clube_players	356	980	-624	-1.752808988764045
Kansas	wikicat_States_and_territories_established_in_1861	1691	4656	-2965	-1.7534003548196333
Leudal	wikicat_Cities_in_the_Netherlands	13	36	-23	-1.7692307692307692
Ljubljana	wikicat_Capitals_in_Europe	80	222	-142	-1.775
Steven_Spielberg	wikicat_BAFTA_fellows	249	692	-443	-1.7791164658634537
Wheeling,_West_Virginia	wikicat_Former_United_States_state_capitals	159	444	-285	-1.7924528301886793
Henry_Jaglom	wikicat_American_dramatists_and_playwrights	69	193	-124	-1.7971014492753623
Clonmel	wikicat_Towns_and_villages_in_County_Tipperary	198	554	-356	-1.797979797979798
Deutschlandsberg_District	wikicat_Districts_of_Styria	5	14	-9	-1.8
Bruno_Pereirinha	wikicat_S.S._Lazio_players	10	28	-18	-1.8
Carlos_Gamarra	wikicat_S.L._Benfica_footballers	5	14	-9	-1.8
Kelvin_Jack	wikicat_Association_football_goalkeepers	5	14	-9	-1.8
Allen_Ginsberg	wikicat_Jewish_anarchists	6	17	-11	-1.8333333333333333
David_Martin_(footballer_born_1986)	wikicat_Wimbledon_F.C._players	60	171	-111	-1.85
Peter_Hynes	wikicat_Shelbourne_F.C._players	7	20	-13	-1.8571428571428572
Colin_Firth	wikicat_People_from_Hampshire	7	20	-13	-1.8571428571428572
Ludwig_von_Mises	wikicat_Libertarian_theorists	151	432	-281	-1.8609271523178808
Nikos_Barboudis	wikicat_Apollon_Kalamarias_F.C._players	29	83	-54	-1.8620689655172413
Garry_Thompson_(footballer_born_1959)	wikicat_Brentford_F.C._managers	327	936	-609	-1.8623853211009174
Friedrich_Hayek	wikicat_20th-century_philosophers	9	26	-17	-1.8888888888888888
Ville_Väisänen	wikicat_FC_Jazz_Pori_players	9	26	-17	-1.8888888888888888
Kalloni_F.C.	wikicat_Association_football_clubs_established_in_1994	188	544	-356	-1.8936170212765957
J._R._Bremer	wikicat_Fenerbahçe_men's_basketball_players	38	110	-72	-1.894736842105263
Cardiff_City_F.C.	wikicat_Former_Football_League_clubs	10	29	-19	-1.9
Agnaldo_Cordeiro_Pereira	wikicat_Brasiliense_Futebol_Clube_players	44	128	-84	-1.9090909090909092
Keith_Jarrett	wikicat_Hard_bop_pianists	56	163	-107	-1.9107142857142858
Ahmed_Deen	wikicat_Bishop's_Stortford_F.C._players	36	105	-69	-1.9166666666666667
Vyškov	wordnet_administrative_district_108491826	13	38	-25	-1.9230769230769231
Iván_Guerrero	wikicat_Coventry_City_F.C._players	272	797	-525	-1.9301470588235294
Santiago_Cañizares	wikicat_People_from_Madrid	81	238	-157	-1.9382716049382716
Aleksinac	wordnet_administrative_district_108491826	17	50	-33	-1.9411764705882353
J._Robert_Oppenheimer	wikicat_Weapons_scientists_and_engineers	235	692	-457	-1.9446808510638298
Jean-Emmanuel_Effa_Owona	wikicat_MKE_Ankaragücü_footballers	24	71	-47	-1.9583333333333333
Anselmo_Ramon	wikicat_Brazilian_expatriates_in_China	25	74	-49	-1.96
Daniel_McBreen	wikicat_Shanghai_East_Asia_players	946	2827	-1881	-1.9883720930232558
Werner_Heisenberg	wikicat_People_from_Bavaria	408	1221	-813	-1.9926470588235294
Fábio_Bilica	wikicat_Expatriate_footballers_in_Italy	1	3	-2	-2.0
Trinidad	wordnet_island_109316454	1	3	-2	-2.0
Jade_North	wikicat_J._League_Division_1_players	1	3	-2	-2.0
Oliver_Ryan	wikicat_Northwich_Victoria_F.C._players	5	15	-10	-2.0
Benjamin_Fondane	wikicat_Surrealist_poets	1	3	-2	-2.0
Vadsø_Airport	wordnet_airport_102692232	1	3	-2	-2.0
Pierce_Brosnan	wikicat_Irish_male_film_actors	1	3	-2	-2.0
Matt_Dillon	wikicat_21st-century_American_male_actors	1	3	-2	-2.0
Sandro_Calabro	wikicat_Dutch_footballers	3	9	-6	-2.0
Richard_Duffy	wikicat_Swansea_City_A.F.C._players	1	3	-2	-2.0
Kashmir_Valley	wikicat_Subdivisions_of_Pakistan	1	3	-2	-2.0
Washoe_County,_Nevada	wordnet_county_108546183	3	9	-6	-2.0
Sergio_Volpi	wikicat_Reggina_Calcio_players	5	15	-10	-2.0
Dennis_Lehane	wikicat_American_crime_fiction_writers	5	15	-10	-2.0
Dessau	wikicat_Cities_in_Saxony-Anhalt	1	3	-2	-2.0
Donald_Crisp	wikicat_English_film_directors	1	3	-2	-2.0
John_McCain	wikicat_Republican_Party_(United_States)_politicians	10	30	-20	-2.0
Gene_Wilder	wikicat_American_comedians	1	3	-2	-2.0
Wassily_Leontief	wikicat_American_academics	1	3	-2	-2.0
Fernando_Meira	wikicat_Russian_Premier_League_players	1	3	-2	-2.0
Modeste_M'bami	wikicat_2003_FIFA_Confederations_Cup_players	1	3	-2	-2.0
Gary_Moore	wikicat_British_rock_musicians	1	3	-2	-2.0
Aldo_Adorno	wikicat_Expatriate_footballers_in_Israel	1	3	-2	-2.0
Belfast	wikicat_County_towns_in_the_Republic_of_Ireland	13	39	-26	-2.0
Anthony_Whelan	wikicat_Bohemian_F.C._players	1	3	-2	-2.0
Frédéric_Bastiat	wikicat_19th-century_economists	19	57	-38	-2.0
Osnabrück	wikicat_Cities_in_Lower_Saxony	1	3	-2	-2.0
Alan_Dodd_(English_footballer)	wikicat_Stoke_City_F.C._players	1	3	-2	-2.0
Flannery_O'Connor	wikicat_American_women_writers	3	9	-6	-2.0
Walter_Benjamin	wikicat_Political_philosophers	7	21	-14	-2.0
England	wikicat_Germanic_countries_and_territories	54	162	-108	-2.0
Alexander_R._Todd,_Baron_Todd	wikicat_Nobel_laureates_in_Chemistry	2	6	-4	-2.0
Nick_McKoy	wikicat_Scottish_Football_League_players	2	6	-4	-2.0
Ludwig_von_Mises	wikicat_Jewish_American_writers	1	3	-2	-2.0
Dwight_D._Eisenhower	wikicat_American_people_of_British_descent	2	6	-4	-2.0
Curly_Howard	wikicat_American_stage_actors	2	6	-4	-2.0
Vitória_S.C.	wikicat_Football_clubs_in_Portugal	2	6	-4	-2.0
Liza_Minnelli	wikicat_American_people_of_Italian_descent	4	12	-8	-2.0
Sergio_Romero	wikicat_Olympic_medalists_in_football	2	6	-4	-2.0
Vannevar_Bush	wikicat_Tufts_University_alumni	1	3	-2	-2.0
Cosenza_Calcio	wikicat_Serie_B_clubs	1	3	-2	-2.0
Charles_University_in_Prague	wikicat_Educational_institutions_established_in_the_14th_century	1	3	-2	-2.0
Kim_Christensen_(footballer_born_1980)	wikicat_Brøndby_IF_players	4	12	-8	-2.0
North_Korea	wikicat_Divided_regions	2	6	-4	-2.0
FC_Shakhtar_Donetsk	wikicat_Football_clubs_in_Ukraine	1	3	-2	-2.0
Helensburgh	wordnet_site_108651247	1	3	-2	-2.0
Order_of_Liberty	wikicat_Orders_of_knighthood_awarded_to_heads_of_state,_consorts_and_sovereign_family_members	1	3	-2	-2.0
United_States	wikicat_Countries	1	3	-2	-2.0
Multan_District	wikicat_Districts_of_Punjab,_Pakistan	1	3	-2	-2.0
Christopher_Reeve	wikicat_21st-century_American_male_actors	1	3	-2	-2.0
Ninoslav_Milenković	wikicat_Expatriate_footballers_in_Germany	4	12	-8	-2.0
Delhi	wordnet_administrative_district_108491826	1	3	-2	-2.0
İbrahim_Kaş	wikicat_Turkey_international_footballers	2	6	-4	-2.0
Apocalypse_Now	wikicat_Miramax_Films_films	2	6	-4	-2.0
Gümüşhane_Province	wordnet_administrative_district_108491826	1	3	-2	-2.0
Poole	wikicat_Local_government_districts_of_South_West_England	4	12	-8	-2.0
Ludwig_Wittgenstein	wikicat_Philosophers_of_mind	2	6	-4	-2.0
Eastern_AA	wikicat_Football_clubs_in_Hong_Kong	1	3	-2	-2.0
Rodney_Bush	wikicat_Expatriate_footballers_in_Scotland	1	3	-2	-2.0
Südliches_Anhalt	wikicat_Towns_in_Saxony-Anhalt	2	6	-4	-2.0
Alan_McLoughlin	wikicat_Forest_Green_Rovers_F.C._players	603	1810	-1207	-2.001658374792703
John_Huston	wikicat_American_people_of_Scotch-Irish_descent	146	440	-294	-2.0136986301369864
Bert_Bates	wikicat_British_film_editors	150	453	-303	-2.02
Sergio_Romero	wikicat_Italian_people	3667	11091	-7424	-2.0245432233433323
Ronald_Reagan	wikicat_People_of_the_Soviet_war_in_Afghanistan	312	950	-638	-2.0448717948717947
Chhunly_Pagenburg	wikicat_1._FC_Nürnberg_II_players	128	391	-263	-2.0546875
Zlatan_Ibrahimović	wikicat_AFC_Ajax_players	46	141	-95	-2.0652173913043477
Leeuwarden	wordnet_administrative_district_108491826	172	528	-356	-2.0697674418604652
Chick_Corea	wikicat_People_from_Massachusetts	1909	5865	-3956	-2.072289156626506
Eduardo_Gonçalves_de_Oliveira	wikicat_1._FSV_Mainz_05_players	192	590	-398	-2.0729166666666665
Viborg_FF	wordnet_club_108227214	13	40	-27	-2.076923076923077
Sékou_Berthé	wikicat_Tours_FC_players	177	551	-374	-2.1129943502824857
University_of_Graz	wikicat_Universities_and_colleges_in_Austria	148	463	-315	-2.1283783783783785
Shane_Huke	wikicat_People_from_Reading,_Berkshire	5461	17130	-11669	-2.1367881340413843
Monica_(singer)	wikicat_African-American_record_producers	7	22	-15	-2.142857142857143
Levan_Maghradze	wikicat_AEP_Paphos_players	20	63	-43	-2.15
Sergey_Kostyuk	wikicat_FC_Tobol_players	1025	3243	-2218	-2.1639024390243904
Damián_Manso	wikicat_Expatriate_footballers_in_Ecuador	61	193	-132	-2.1639344262295084
Doris_Lessing	wikicat_English_dramatists_and_playwrights	6	19	-13	-2.1666666666666665
Gheorghe_Hagi	wikicat_Süper_Lig_managers	424	1344	-920	-2.169811320754717
Hércules_CF	wikicat_Association_football_clubs_established_in_1922	137	437	-300	-2.18978102189781
Syracuse,_New_York	wikicat_Populated_places_established_in_1825	2698	8624	-5926	-2.19644180874722
Steven_Caldwell	wikicat_Birmingham_City_F.C._players	5	16	-11	-2.2
Ludwig_von_Bertalanffy	wikicat_Fellows_of_the_German_Academy_of_Sciences_Leopoldina	5	16	-11	-2.2
K.V.C._Westerlo	wikicat_Association_football_clubs_established_in_1933	210	673	-463	-2.204761904761905
Giuseppe_Verdi	wikicat_Italian_atheists	211	677	-466	-2.2085308056872037
Antonio_Rizzolo	wikicat_Segunda_División_footballers	38	122	-84	-2.210526315789474
Jermain_Defoe	wikicat_England_B_international_footballers	27	87	-60	-2.2222222222222223
Stefano_Borgonovo	wikicat_Brescia_Calcio_players	9	29	-20	-2.2222222222222223
University_of_Marburg	wordnet_university_108286569	9	29	-20	-2.2222222222222223
Erwin_Schrödinger	wikicat_Alumni_of_Magdalen_College,_Oxford	451	1455	-1004	-2.2261640798226163
André_Luiz_Moreira	wikicat_Footballers_at_the_1996_Summer_Olympics	146	473	-327	-2.23972602739726
Jimmy_Oliver	wikicat_ABA_League_players	61	198	-137	-2.2459016393442623
Albert_Camus	wikicat_Modernist_writers	16	52	-36	-2.25
Wellington_Gonçalves_Amorim	wikicat_América_Futebol_Clube_(MG)_players	8	26	-18	-2.25
Wolverhampton	wikicat_Metropolitan_boroughs	4	13	-9	-2.25
Reba_McEntire	wikicat_American_female_country_singers	51	166	-115	-2.2549019607843137
Ludwig_von_Mises	wikicat_Jewish_philosophers	15	49	-34	-2.2666666666666666
Thomas_Jefferson	wikicat_Classical_liberals	75	246	-171	-2.28
Leipzig	wikicat_Cities_in_Saxony	17	56	-39	-2.2941176470588234
Daniel_McBreen	wikicat_FC_Universitatea_Craiova_players	779	2571	-1792	-2.300385109114249
Michael_Lamey	wikicat_PSV_Eindhoven_players	13	43	-30	-2.3076923076923075
Spennymoor_United_F.C.	wikicat_Defunct_football_clubs_in_England	3	10	-7	-2.3333333333333335
Roque_Santa_Cruz	wikicat_Club_Olimpia_footballers	6	20	-14	-2.3333333333333335
Grand_Duke_Konstantin_Nikolayevich_of_Russia	wordnet_person_100007846	45	150	-105	-2.3333333333333335
Roscoe_Arbuckle	wikicat_Vaudeville_performers	3	10	-7	-2.3333333333333335
Bridgend	wikicat_Post_towns_in_the_CF_postcode_area	6	20	-14	-2.3333333333333335
Samir_Boughanem	wikicat_Shamrock_Rovers_F.C._players	606	2026	-1420	-2.3432343234323434
Gheorghe_Hagi	wikicat_Expatriate_football_managers_in_Turkey	1109	3711	-2602	-2.3462578899909827
Martin_Woods	wikicat_Sunderland_A.F.C._players	11	37	-26	-2.3636363636363638
Toshiko_Akiyoshi	wikicat_Hard_bop_pianists	77	260	-183	-2.3766233766233764
Thiago_Maciel	wikicat_Betim_Esporte_Clube_players	54	183	-129	-2.388888888888889
Éder_Aleixo_de_Assis	wikicat_1982_FIFA_World_Cup_players	130	441	-311	-2.3923076923076922
George_Carlin	wikicat_American_non-fiction_writers	66	224	-158	-2.393939393939394
Pascal_Zuberbühler	wikicat_UEFA_Euro_2004_players	5	17	-12	-2.4
Rincón_(footballer_born_1987)	wikicat_Sporting_Clube_de_Portugal_footballers	5	17	-12	-2.4
Beitar_Jerusalem_F.C.	wikicat_Association_football_clubs_established_in_1939	361	1235	-874	-2.4210526315789473
Friedrich_Engels	wikicat_German_revolutionaries	35	120	-85	-2.4285714285714284
Dundee_United_F.C.	wikicat_United_Soccer_Association_imported_teams	7	24	-17	-2.4285714285714284
Zürich	wikicat_Cantonal_capitals_of_Switzerland	7	24	-17	-2.4285714285714284
Sigfried_Held	wikicat_1970_FIFA_World_Cup_players	654	2249	-1595	-2.4388379204892967
FC_Istres	wikicat_Football_clubs_in_France	43	148	-105	-2.441860465116279
Charles_de_Gaulle	wikicat_Attempted_assassination_survivors	9	31	-22	-2.4444444444444446
John_Maynard_Keynes	wikicat_Liberal_Party_(UK)_politicians	477	1646	-1169	-2.450733752620545
Münster	wordnet_administrative_district_108491826	75	259	-184	-2.453333333333333
Mario_Yepes	wikicat_FC_Nantes_players	32	111	-79	-2.46875
Caylloma_Province	wikicat_Provinces_of_Peru	111	386	-275	-2.4774774774774775
Jennifer_Lopez	wikicat_Actresses_from_New_York_City	27	94	-67	-2.4814814814814814
Friedrich_Engels	wikicat_19th-century_Prussian_people	78	272	-194	-2.4871794871794872
Anthony_Eden	wikicat_Conservative_Party_(UK)_politicians	48	168	-120	-2.5
Cardiff	wikicat_Counties_of_Wales	2	7	-5	-2.5
Cumbria	wikicat_NUTS_2_statistical_regions_of_the_United_Kingdom	2	7	-5	-2.5
John_McAliskey	wikicat_Association_football_forwards	6	21	-15	-2.5
Édison_Méndez	wikicat_2014_FIFA_World_Cup_players	56	196	-140	-2.5
Charlie_Chaplin	wikicat_Vaudeville_performers	14	49	-35	-2.5
Cary,_North_Carolina	wordnet_administrative_district_108491826	4	14	-10	-2.5
United_States_Military_Academy_at_West_Point	wikicat_Military_academies_of_the_United_States	2	7	-5	-2.5
Olumuyiwa_Aganun	wikicat_Nigerian_people	2	7	-5	-2.5
Jean-François_Lyotard	wikicat_Historians_of_philosophy	2	7	-5	-2.5
Henri_Poincaré	wikicat_Logicians	32	112	-80	-2.5
Marvin_Minsky	wikicat_Jewish_atheists	2	7	-5	-2.5
Joshua_Jackson	wikicat_Canadian_male_child_actors	85	298	-213	-2.5058823529411764
Adolf_Hitler	wikicat_Stateless_people	115	404	-289	-2.5130434782608697
Andrey_Yeshchenko	wikicat_FC_Khimki_players	23	81	-58	-2.5217391304347827
Jusuf_Dajić	wikicat_Jeonbuk_Hyundai_Motors_players	36	127	-91	-2.5277777777777777
War_on_Terror	wikicat_Ongoing_conflicts	23	82	-59	-2.5652173913043477
Odessa	wikicat_Hero_Cities_of_the_Soviet_Union	37	133	-96	-2.5945945945945947
André_3000	wikicat_African-American_actors	5	18	-13	-2.6
Mario_Bolatti	wikicat_Sport_Club_Internacional_players	20	72	-52	-2.6
University_of_Freiburg	wordnet_university_108286569	30	108	-78	-2.6
Ilija_Najdoski	wikicat_Eastern_Romance_people	1034	3766	-2732	-2.642166344294004
Luis_Bacalov	wikicat_Living_people	14	51	-37	-2.642857142857143
University_of_Freiburg	wikicat_Educational_institutions_established_in_the_15th_century	57	208	-151	-2.6491228070175437
Bath_City_F.C.	wikicat_Southern_Football_League_clubs	6	22	-16	-2.6666666666666665
Yuri_Morales	wikicat_USL_First_Division_players	6	22	-16	-2.6666666666666665
Fernando_Machado	wikicat_Montevideo_Wanderers_F.C._players	15	55	-40	-2.6666666666666665
Inter_Milan	wikicat_Unrelegated_association_football_clubs	12	44	-32	-2.6666666666666665
New_York_City	wikicat_Cities_in_New_York	3	11	-8	-2.6666666666666665
Evando	wikicat_Santos_Futebol_Clube_players	15	55	-40	-2.6666666666666665
Anthony_Eden	wikicat_British_people_of_World_War_II	28	103	-75	-2.6785714285714284
Silviu_Izvoranu	wikicat_FC_Volyn_Lutsk_players	22	81	-59	-2.6818181818181817
Carl_Pentney	wikicat_Bath_City_F.C._players	16	59	-43	-2.6875
David_Seaman	wikicat_English_people	10	37	-27	-2.7
Louis_Pasteur	wikicat_French_Nobel_laureates	7	26	-19	-2.7142857142857144
Highland_Park,_Michigan	wikicat_Cities_in_Wayne_County,_Michigan	36	134	-98	-2.7222222222222223
Charleston_(South_Carolina)	wikicat_Cities_in_the_United_States	4	15	-11	-2.75
George_Best	wikicat_North_American_Soccer_League_(1968–84)_players	8	30	-22	-2.75
Charles_Darwin	wikicat_English_sceptics	220	827	-607	-2.7590909090909093
Emmanuel_Levinas	wikicat_Social_philosophers	17	64	-47	-2.764705882352941
Robert_Enke	wikicat_Fenerbahçe_footballers	19	72	-53	-2.789473684210526
Richard_Hofstadter	wikicat_Jewish_American_historians	287	1088	-801	-2.7909407665505226
Peter_Sarsgaard	wikicat_American_people_of_Danish_descent	44	167	-123	-2.7954545454545454
Worthing	wikicat_Post_towns_in_the_BN_postcode_area	10	38	-28	-2.8
Nizhny_Novgorod	wikicat_Populated_places_on_the_Volga	5	19	-14	-2.8
Mike_Pollitt	wikicat_Bury_F.C._players	32	122	-90	-2.8125
Ludwig_Wittgenstein	wikicat_Contemporary_philosophers	28	107	-79	-2.8214285714285716
Henri_Lefebvre	wikicat_Urban_theorists	109	417	-308	-2.8256880733944953
Praemium_Imperiale	wikicat_Arts_awards	6	23	-17	-2.8333333333333335
Sudan	wikicat_States_and_territories_established_in_1956	6	23	-17	-2.8333333333333335
Jimmy_Ghaichem	wikicat_Mansfield_Town_F.C._players	6	23	-17	-2.8333333333333335
Richard_O'Donnell	wikicat_Buxton_F.C._players	489	1881	-1392	-2.8466257668711656
Thom_Yorke	wikicat_Anti-globalization_activists	1607	6186	-4579	-2.849408836341008
Dimitrija_Lazarevski	wikicat_Association_football_defenders	7	27	-20	-2.857142857142857
Johann_Gottlieb_Fichte	wikicat_Political_philosophers	7	27	-20	-2.857142857142857
Pedro_León	wikicat_Real_Valladolid_footballers	8	31	-23	-2.875
Chevy_Chase,_Maryland	wordnet_administrative_district_108491826	282	1096	-814	-2.8865248226950353
Eysturoy	wordnet_island_109316454	9	35	-26	-2.888888888888889
1._FC_Kaiserslautern	wikicat_Association_football_clubs_established_in_1900	47	183	-136	-2.893617021276596
S.C._Freamunde	wikicat_Association_football_clubs_established_in_1933	98	383	-285	-2.9081632653061225
Enschede	wordnet_administrative_district_108491826	590	2322	-1732	-2.935593220338983
Danny_Califf	wikicat_2003_FIFA_Confederations_Cup_players	230	916	-686	-2.982608695652174
Bruno_Cirillo	wikicat_Expatriate_footballers_in_Cyprus	1	4	-3	-3.0
Nathan_Abbey	wikicat_Northampton_Town_F.C._players	1	4	-3	-3.0
Minsk	wikicat_Capitals_in_Europe	1	4	-3	-3.0
John_Kerry	wikicat_American_people_of_Scottish_descent	1	4	-3	-3.0
Simon_Donaldson	wikicat_Living_people	1	4	-3	-3.0
Herby_Fortunat	wikicat_Association_football_forwards	6	24	-18	-3.0
Paul_Robinson_(footballer,_born_1984)	wikicat_Football_Conference_players	1	4	-3	-3.0
Istanbul	wikicat_Cities_in_Turkey	1	4	-3	-3.0
Gosford	wikicat_Cities_in_Australia	1	4	-3	-3.0
Paraíba	wordnet_administrative_district_108491826	1	4	-3	-3.0
Pedro_Benítez	wikicat_Olympic_footballers_of_Paraguay	9	36	-27	-3.0
Laos	wikicat_Landlocked_countries	5	20	-15	-3.0
Nelson_Benítez	wikicat_Primeira_Liga_players	1	4	-3	-3.0
Steven_Spielberg	wikicat_American_film_producers	1	4	-3	-3.0
The_Banquet_(1991_film)	wikicat_Hong_Kong_films	1	4	-3	-3.0
Burton_Albion_F.C.	wordnet_club_108227214	1	4	-3	-3.0
Martin_Luther_King,_Jr.	wikicat_American_Christian_ministers	1	4	-3	-3.0
Alan_Dodd_(English_footballer)	wikicat_Expatriate_footballers_in_Sweden	1	4	-3	-3.0
Migen_Memelli	wikicat_Albanian_footballers	2	8	-6	-3.0
Dorinel_Munteanu	wikicat_Expatriate_footballers_in_Germany	2	8	-6	-3.0
Stockholm	wikicat_Coastal_cities_and_towns_in_Sweden	1	4	-3	-3.0
William_Faulkner	wikicat_Writers_from_Mississippi	9	36	-27	-3.0
Guimarães	wikicat_World_Heritage_Sites_in_Portugal	2	8	-6	-3.0
Liam_Neeson	wikicat_Living_people	1	4	-3	-3.0
George_Best	wikicat_Expatriate_footballers_in_Hong_Kong	3	12	-9	-3.0
Nigeria	wikicat_Member_states_of_OPEC	1	4	-3	-3.0
Michele_Fini	wikicat_Vicenza_Calcio_players	2	8	-6	-3.0
Niels_Bohr	wikicat_Danish_people	2	8	-6	-3.0
Jean-Paul_Sartre	wordnet_writer_110794014	1	4	-3	-3.0
Fontenay-sous-Bois	wikicat_Cities_in_France	1	4	-3	-3.0
Moldova	wikicat_Countries_in_Europe	1	4	-3	-3.0
James_Robertson_Justice	wikicat_British_people	1	4	-3	-3.0
Gabriel_Enrique_Gómez	wikicat_2011_CONCACAF_Gold_Cup_players	1	4	-3	-3.0
Avaí_Futebol_Clube	wordnet_club_108227214	2	8	-6	-3.0
Millwall_F.C.	wikicat_Football_clubs_in_England	1	4	-3	-3.0
George_Carlin	wikicat_Comedians_from_New_York	3	12	-9	-3.0
Rani_Mukerji	wikicat_Bengali_people	2	8	-6	-3.0
Joe_(singer)	wikicat_African-American_songwriters	2	8	-6	-3.0
Lee_Hyung-sang	wikicat_K_League_players	2	8	-6	-3.0
Lee_Mills	wikicat_Wolverhampton_Wanderers_F.C._players	3	12	-9	-3.0
